movement_reference,foreign_reference,lot_no,lot_date,departure_date,arrival_date,qty_pigs,qty_doa,fci_declaration,dep_assurance_no,dep_name,dep_address,dep_postcode,departure_cph,dest_assurance_no,dest_name,dest_address,dest_postcode,dest_cph
452258,ASMEDPLCYK,872KBAAMTHNHN,28/10/2018,20190906,20190907,186,6,7946,750916,MNLBOXPMZD,82 LYYPCGPFAK,QP YJH,17/138/4106,747069,QBMNETNTWL,6 EXJKCFHTWT,SV EKF,69/924/6597
387842,TLSTPFXCXK,934BJAPVTZHPK,26/08/2018,20190709,20190710,88,4,9875,101963,VYTKVJIXBE,56 DHCNMLWSTB,XX GYX,88/772/3955,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140
488752,CTRDFGMOWG,671DSOSATSKIR,14/05/2018,20190510,20190511,67,9,3622,860681,XCHRGECKLQ,99 IISYLREWUI,AY CSZ,23/601/4337,387043,PASGHQHFLF,59 YUAXRDVUTQ,EP ZET,67/787/7308
978406,IGNABXKEGD,813UBKPNOYJLP,07/01/2018,20190801,20190802,126,7,8125,640181,YAPNUMTPYW,40 YQIREXPVHI,WO OHX,21/733/9411,845135,VXHVFDHTYM,65 JUNQLGIZUL,ND MAC,56/606/9225
390987,XNQXSMGDZN,467SONUECOOUV,09/06/2018,20190125,20190126,58,5,9362,636449,KOWQHTETUG,94 XGWIBIQRKK,CX QXM,39/103/5541,269897,EKWETUSVAS,43 VQRRDINAIT,MA BOY,50/299/5237
286621,NMOHBVEWZX,234ATRCKJOUBQ,04/09/2018,20191217,20191218,123,4,1378,963702,HZAHQPVLES,49 VOWGGOTYAW,HA FPU,88/694/2628,169409,EPWJLHDCWX,37 EVKFUXAWKG,MN XXN,54/868/1322
732867,ECGXAZKWRJ,620RGBIQFHUKL,28/02/2018,20191113,20191114,43,6,3615,309312,IRZIXJJKDW,73 WMXMYLBGIL,GF URA,85/208/5457,58028,GUELJUNFQX,88 AXCXMBRTBV,VR ZUG,12/427/8549
799592,HLBVRSQTBW,469FGOSTVWOPJ,19/04/2018,20191206,20191207,126,23,7364,813962,UJFGYEQGWW,8 DLGGCWDHPQ,WX VDY,41/119/3644,659133,GSNVJMXOIE,36 JKQZHMHWIJ,PC MCC,61/109/8440
878691,GTKQSYUCAZ,812YRJGMJZGLB,09/07/2018,20191023,20191024,97,10,2530,748383,UYKNUBIUZB,3 CCPVCWKROE,GR XCE,37/795/5662,741503,MKZHBQQUVX,25 CPHNOIMINO,GY WNC,90/698/8684
710363,DSQBHGWXHD,999TDJZSYCDSK,22/10/2018,20190320,20190321,49,2,4913,86356,KREOIGIRAQ,65 YGBXFYLSBL,FC KAZ,50/311/4527,635476,XZEUCVCMBW,26 JZEOENSWSV,CT EQH,32/532/8560
322139,POPPNZKDZM,799WGNWIPSESA,01/03/2018,20191015,20191016,121,15,3060,224974,KBDQEAWDWT,42 SMOMAKJBXJ,NH NMA,32/280/8465,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988
73153,ODLCSAIHTL,914FURZCCJETC,16/05/2018,20190425,20190426,86,5,7301,566990,DROECGZLNU,37 BEXWEMRNGU,DG VSM,75/345/2020,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
954892,BYKSHVEVVC,214KFHWUQEWRB,24/05/2018,20191025,20191026,97,18,1176,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354,283283,FBMPAKOXII,31 UZDUYVPAPL,YQ CGF,70/182/3852
951877,SKDXMZRBGP,822ZUAJFNZQDL,19/04/2018,20190713,20190714,67,11,8358,846805,AOGCMOHXZQ,89 GXPTZGZSXT,MK OTY,29/433/3234,531653,OKMEOQGEJX,64 YXQPLOMVSC,LD ZYJ,95/383/5454
610488,FCBBNBYRFM,578NACMIMYHRT,28/01/2018,20191213,20191214,115,11,4991,236996,CRRFSDTASQ,5 MFIMUEAZTW,SU LEF,86/828/1484,840794,LITEIJTNPU,14 GZJFLESDEJ,JS MNH,68/796/1039
569445,SMMTPYQVAB,203BYTZYKQSRG,21/05/2018,20190518,20190519,179,8,4140,221924,NTUEJHQUUK,92 VPETQRICMQ,IP NZY,45/564/2870,168286,IWFLGLZDID,59 YHDFPWCKBI,OZ XKY,39/245/3824
270178,ESOOSNHYJR,460GXHSTYPESR,24/05/2018,20191109,20191110,143,20,6648,777638,BYPYIFSQON,72 FWQPBPQKQA,MP LDD,12/878/4958,629135,MUKETQTPYW,54 TOOGQMCOWL,BK ZMB,30/608/9795
850461,URCEQUIGJT,233XMKVZSDYZN,20/10/2018,20191019,20191020,90,15,6474,904582,PIXVFTGQHY,52 XHILZZKXWS,ZA OPU,65/570/5310,750916,MNLBOXPMZD,82 LYYPCGPFAK,QP YJH,17/138/4106
430591,KMKQQOYYPA,516AVFNSSSXCI,05/09/2018,20190202,20190203,174,10,3065,936402,CXFUXOSKKI,24 DUUYJHVCIR,ZO QQR,21/854/2913,678626,GLSGJZUUNT,13 ZDVBPFSOOV,RL BLB,64/636/8614
308482,YPOMXIVEAI,696GCKQRZDKNS,17/04/2018,20190523,20190524,132,5,1325,716861,OKXVARXTFW,93 VZLTMUSGNX,VL MJV,94/651/9064,831675,ZXFNHQSKVQ,33 QBWVTZCQDC,PL EVU,47/479/9810
992669,CREQTTTZCE,945UUZXRYOUQR,03/07/2018,20190509,20190510,163,22,8093,598061,IAQKZOJDYO,22 TAZPXJTVDT,PF BFU,70/736/7684,497396,FSTCANUOMD,69 ALLQOHZAIO,UH RWS,67/985/6441
681842,MQWLHZHFZB,812PTYOZVLEHY,08/04/2018,20190122,20190123,150,17,6501,483670,KGQGQOHJJE,30 ZSCMIAEAEF,CX LFD,52/884/1995,665190,SUUGPXYQPH,10 PRBFAFQHCX,ML GYH,40/506/4101
730577,TSGWCSRURQ,730KIBTTNHBSV,18/12/2018,20190704,20190705,103,1,2851,747069,QBMNETNTWL,6 EXJKCFHTWT,SV EKF,69/924/6597,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354
169555,KARPIMOXGK,344RNIYUYTFIB,27/12/2018,20191112,20191113,49,7,2438,63462,SPXOERMXAE,98 NUNYEUYXWT,CY ISV,45/864/8651,46311,HCJZRIKHSY,82 QINUPMFEOE,TH EQD,63/749/2405
323005,AVPZLABKKM,188NYRYYUHOQC,17/03/2018,20190712,20190713,164,19,5333,15264,CRLKCLHVCC,96 SWVGCCXWNO,KA QSZ,24/372/9381,629135,MUKETQTPYW,54 TOOGQMCOWL,BK ZMB,30/608/9795
918965,ZBWNZDELZU,201OHWBIDYSOB,22/06/2018,20191215,20191216,53,7,3351,231518,VAZDZJTPFQ,64 NSPHQDLLET,DX BDC,17/454/1844,862227,BOVGPIPCER,1 ESHKSOYQJU,SK SDY,40/955/1066
692358,ORDDGNIQZJ,262BHVRDVNGDJ,12/10/2018,20191211,20191212,65,12,4829,734567,GYEYBSZMRE,76 ZPJROWVPCH,UO FEX,95/435/2021,133924,YZTGYVPGHJ,66 PRBFBSKEMR,AL HZR,59/623/8252
856461,BKZLDMADBS,911RFKATNFISB,10/09/2018,20190526,20190527,174,15,4444,189450,LDNRLQFQRD,92 YVAXKHGHKD,ML YTS,52/216/2149,120117,SNLSZHPPBJ,56 OLAPDZMFDP,KV VXT,71/576/8674
864333,RWVPCPOASL,628WDGONPKKCM,01/12/2018,20190628,20190629,71,4,3648,813149,ZCTOCYRXSZ,33 IAHRWMWMIW,DW ZBF,19/985/3462,46048,OIYNIPYTRC,11 TARNLTGLDI,XA OLP,20/615/3347
985008,FDWJGBFCTK,257RRUYFNEBSA,02/06/2018,20190222,20190223,94,18,1797,297316,KNOAMNHIYK,40 QEEMXXKMMF,OU MUP,28/732/9624,847041,AUYAQBQKKX,96 PBICISKTAU,JJ IMF,73/588/4268
325176,TUBLXPANNY,266JYHRMSVTHP,28/06/2018,20191228,20191229,68,6,3228,148402,LZOKQEOZVE,29 OQLSRQBWJV,TR IYX,29/809/9045,101963,VYTKVJIXBE,56 DHCNMLWSTB,XX GYX,88/772/3955
681805,TWGNZCKAEU,858CCBHFQKEFR,06/11/2018,20190723,20190724,85,3,7000,138839,LNEIGFOTUL,64 LIWIEGIDFT,BI BVP,47/946/7562,527162,JSPFAOPUFJ,33 RBUNLTZIDG,QM YCF,20/744/9188
937771,WIIBWVHDWT,359GEHYZGBJXQ,18/11/2018,20191205,20191206,126,5,9656,659133,GSNVJMXOIE,36 JKQZHMHWIJ,PC MCC,61/109/8440,191073,UQSUMEMXWD,62 DSYBAWNEUX,ON WRQ,12/661/2744
527067,SECFNERNWX,522SQTVXXKSEO,20/04/2018,20190516,20190517,77,4,9132,283283,FBMPAKOXII,31 UZDUYVPAPL,YQ CGF,70/182/3852,156890,AVUAEAWDDZ,94 YPXJDCTKKY,TR UOY,98/213/3911
313374,JJCOJPLJOO,252ZAXKVQENFP,09/06/2018,20190720,20190721,39,3,7064,990691,HBMZIWPAXY,18 EMYNHVBBXS,DE XKV,70/624/9384,709682,TBGGRAPQLT,60 GJFJEEBZRN,YF NZG,19/194/4322
670369,BEVIMWDTOC,511RYJHZUDJWR,26/07/2018,20191117,20191118,185,17,9248,571811,SNYBOGYHZP,55 PUWNGGTWBC,QU DHJ,33/797/1580,856066,DZHNTBLDWM,62 DRRUNQYIKT,QD LQF,36/659/7148
148365,DXSUHSRFHP,596MJVLBOBGFD,15/10/2018,20190417,20190418,173,5,5946,936402,CXFUXOSKKI,24 DUUYJHVCIR,ZO QQR,21/854/2913,134218,GSXXYHSPCD,8 SRZJHNUTAE,RT BYB,57/190/1315
261096,SDWBOQRUWM,814VVDMTZAQPJ,01/11/2018,20191216,20191217,161,30,1716,640181,YAPNUMTPYW,40 YQIREXPVHI,WO OHX,21/733/9411,936402,CXFUXOSKKI,24 DUUYJHVCIR,ZO QQR,21/854/2913
573071,TIGADTHJBE,792DKQSKMUDKL,22/05/2018,20190112,20190113,54,5,7228,412236,XXMNKZYIAR,29 IAVOOHSNLB,ZP VHR,26/145/5364,137101,CQMBGNPMBI,72 AAJJDUFCTV,ZI JGL,47/307/1762
581824,JJGGUYZBGU,898ZKPMVKUMAR,11/11/2018,20190206,20190207,74,9,5369,233495,REMWWBGGWZ,79 CEMFAKWGHZ,GH KHG,29/344/9849,904161,KTETSDKGNJ,99 SEGGTFHXRG,IZ RAY,12/324/7713
640856,LZBOOHZDEY,636QMBYJZYOJF,22/12/2018,20190608,20190609,176,24,9662,378463,KULTVHDMXP,54 XQZKSYLASC,MC JJT,57/418/6011,602051,BKLFQGUYFR,5 XBQBFNUFHX,UC PFP,99/551/3187
707825,IGOPFQHAHD,695QLJHYJGMLQ,04/10/2018,20190605,20190606,39,6,5400,599210,RNQBEINPGC,58 GVXVYCOUMI,ZZ ZUQ,98/756/1868,688323,MHUBAUBZUP,12 YKCVHICNGI,SL IQQ,82/192/1124
509132,ALIMPRHXEW,267SYJLMGTSDU,13/08/2018,20190109,20190110,68,4,7221,550144,JTQZYLSUBQ,30 QSMQIAQBXO,IE OYW,52/620/3530,58028,GUELJUNFQX,88 AXCXMBRTBV,VR ZUG,12/427/8549
136247,JEJNTAAOEW,750ZIWTISXKGM,10/08/2018,20190501,20190502,182,9,7375,847041,AUYAQBQKKX,96 PBICISKTAU,JJ IMF,73/588/4268,636449,KOWQHTETUG,94 XGWIBIQRKK,CX QXM,39/103/5541
872118,SCJTMXGCGP,421YXBYMOYHJB,19/08/2018,20191106,20191107,177,30,7888,813962,UJFGYEQGWW,8 DLGGCWDHPQ,WX VDY,41/119/3644,557745,TEVKNSYWQY,94 XGEDCOSQXS,ET CFN,84/830/7382
662093,FWKNBZVCON,470NLASMBTCIM,02/10/2018,20190826,20190827,180,2,1377,15264,CRLKCLHVCC,96 SWVGCCXWNO,KA QSZ,24/372/9381,716780,FRKCCTZOXG,5 DDOMKHMPZR,NF ZJS,29/943/4823
276733,QCANELEXPW,327NOGHOFJUUL,06/10/2018,20190719,20190720,46,5,5616,722152,ENSTHPISDV,86 EOXEGBEENV,BV YSO,91/427/3924,688323,MHUBAUBZUP,12 YKCVHICNGI,SL IQQ,82/192/1124
758963,ADMVCBSIOL,166FVZPMKLUFS,06/02/2018,20190812,20190813,56,5,6204,795410,NBEPOVLMPX,22 WTQKEAHKDE,XS ONF,20/455/1511,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001
925205,KRFXXKKTVZ,280HAHRDCBDSJ,16/07/2018,20190610,20190611,54,4,5091,387043,PASGHQHFLF,59 YUAXRDVUTQ,EP ZET,67/787/7308,260122,VDQQVZSPGT,18 XLZVJWCFJN,DZ JHV,19/643/6151
415380,GYVFGBGBEO,128AYZTDXFUYJ,04/12/2018,20190605,20190606,146,16,3737,460085,GRRBEQGIZO,90 TGYPOHWAUD,GZ GCU,31/892/1857,657936,CDIIXQNJKW,52 ZGDOMPFTML,VQ EME,51/394/2823
483974,ZRUUYRSQIQ,441ASFATZJFRQ,20/07/2018,20190418,20190419,172,18,9668,233508,VYRCTXLBZR,82 FRUNODBAJB,JQ HUE,13/904/8657,281941,TVYWRMGFBI,63 HPHCOOSDRT,LQ RCV,28/693/6939
12038,HDEBWZUZNR,858JHGABYRLEJ,15/03/2018,20190401,20190402,127,4,8044,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292,376454,RNZBHLYONP,64 XCTUIZVGYW,SA UPB,30/435/3761
371218,UNFKSQGRNM,567SQDMDUTDMX,27/05/2018,20190611,20190612,177,26,2458,872557,MLKOETEKII,79 SCMCDDRKAA,HC QIA,65/240/3174,872703,NDJAUUUHSE,58 YABGBZIFUF,FK IDO,68/763/2008
88676,GJEDHPISOR,920NNSNKCAELE,11/06/2018,20191216,20191217,131,24,7385,902866,SUYIYVFLCA,69 FJAUSSAAFG,RG XVB,43/601/7059,699871,USMQABBFED,24 ZFNQGAJIBT,DC LQP,49/940/1336
962001,CPSDSXLMHJ,236FINWVHBNNG,25/04/2018,20190222,20190223,151,19,1657,621990,BYPDKAUULX,31 CDVIAMOZYC,NC RJE,69/196/5890,706795,LZDYGVGWPA,25 CCZVCKLMZN,LQ TJN,61/424/2009
194069,POQXBZVNOL,657JIVVQMXLHZ,07/07/2018,20190709,20190710,119,6,8049,267518,XTPKUWZLBG,16 WTHPOJZCBU,HY ZOL,32/560/2297,764517,GESLUKKCPU,91 GCCAWIUWND,HU XTM,85/507/6791
486283,KDMDNBZPQQ,403RZTVKIQEES,21/09/2018,20190109,20190110,49,1,1895,289951,ZUORMRSLSM,33 JIITDNNWDB,VM JSF,12/927/6771,224974,KBDQEAWDWT,42 SMOMAKJBXJ,NH NMA,32/280/8465
194783,XQYTXRNYSX,217PZOGJLXSSV,21/12/2018,20190523,20190524,78,4,9438,267518,XTPKUWZLBG,16 WTHPOJZCBU,HY ZOL,32/560/2297,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140
429529,XPYVXJBEYH,849ZRMCDVSAOK,02/04/2018,20190428,20190429,139,7,9302,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499,168286,IWFLGLZDID,59 YHDFPWCKBI,OZ XKY,39/245/3824
284181,ZBOCAHAMOD,488UVBHFLNHBZ,20/02/2018,20190514,20190515,161,4,6425,862227,BOVGPIPCER,1 ESHKSOYQJU,SK SDY,40/955/1066,156890,AVUAEAWDDZ,94 YPXJDCTKKY,TR UOY,98/213/3911
424607,ZZYMNCYCQR,132YBBATTEEWO,14/08/2018,20190221,20190222,150,21,4687,795151,WJINPDYGPD,84 WPZTQFRHYE,VJ KRT,13/996/5427,339011,HSRSUOYDBU,69 LGKERPAPTW,WS ICT,33/397/6002
245171,UTCWDQUILU,680CFRBPQVKPN,22/12/2018,20191102,20191103,98,16,1137,573481,GTDQYFHUAI,14 VPACYRYGVJ,RT VJS,52/672/6036,996219,UYRYPXNTGU,10 VBLBFDSAFH,TV XCF,52/577/5349
160031,KPDYMNMBDP,118OBHZTWVGBU,19/12/2018,20190307,20190308,83,1,2607,267518,XTPKUWZLBG,16 WTHPOJZCBU,HY ZOL,32/560/2297,281941,TVYWRMGFBI,63 HPHCOOSDRT,LQ RCV,28/693/6939
454063,ORHTWSTHEA,134KZGIVIPWFB,20/02/2018,20190611,20190612,148,15,9100,191073,UQSUMEMXWD,62 DSYBAWNEUX,ON WRQ,12/661/2744,342005,ZBKBQOEQVH,90 BUTWXOQIEV,WW BKY,63/841/5112
169372,FSFEXVBSEA,271UMGYUMSIYD,08/01/2018,20190406,20190407,101,14,4746,840794,LITEIJTNPU,14 GZJFLESDEJ,JS MNH,68/796/1039,395837,CLPWXWVZSO,34 MMUYNKKALF,RB YJO,90/599/4706
929787,OILUCWACNU,381GQMLZWQMTH,17/11/2018,20190310,20190311,152,29,2295,460343,PIUBSSMRWH,97 UHHQXAQRMA,OF NEZ,44/417/1954,101963,VYTKVJIXBE,56 DHCNMLWSTB,XX GYX,88/772/3955
351309,MJHPGAFZSQ,898UYLCRWSXEH,27/07/2018,20190902,20190903,116,10,6096,679180,XEVOUFJYAX,85 YPMSGGFIBF,KU XDU,62/404/6205,640181,YAPNUMTPYW,40 YQIREXPVHI,WO OHX,21/733/9411
965641,EDWVFZIKZA,106NCAAPMKSFI,25/09/2018,20190116,20190117,133,13,6725,75822,VTPCYHYLRP,98 KXIOIEMAZG,EE AGX,31/931/4017,791702,FXCEHLNFOB,86 AHMNXHDDSA,YL GSA,12/435/4034
458563,TWVDPGNTFP,873MUXHCITBON,16/07/2018,20190524,20190525,154,25,4553,771953,ETSBEVTQXV,19 INWEWPJEOB,YH FHE,10/956/6375,435492,FDERQXIAYD,88 KCEQYTTVGL,DH LXH,84/613/2906
520917,UKPDBSHODM,127EFKCYIFPEC,02/09/2018,20190812,20190813,166,2,2353,59225,WLMHWLXWTY,91 KTQORKTJBS,RD GLI,97/702/1863,92219,SHVBQYHMBN,16 WZRYUBYQDU,YW ZLB,48/384/9883
799245,YSFXOQXQXA,856VDVXSOMRNB,24/01/2018,20190319,20190320,156,24,3293,941266,IHZUFWZXIP,4 XYOMOVGRNE,DZ WJO,41/173/2581,573478,UCWRVKWFVG,69 RUOQPZMDAY,RM DWE,68/727/2028
657352,LNFSIPFHQU,917IBUDNADPBM,07/11/2018,20190821,20190822,143,28,9399,303150,SPAJYZDVJO,72 UPKJPWFCLQ,MA NQI,27/664/8542,401884,YAEVOXEEGW,14 DOKJKGWJNP,MZ RRR,15/957/8528
809798,IDEUBGZPRH,438XGCLFORPWD,01/12/2018,20190828,20190829,175,7,2721,905329,YDPWUTSAFO,31 EIXHDJSPSW,OE FGA,34/331/2418,968943,YLSDTVAITX,93 MCNGRMPQST,GB FRX,76/613/8076
264629,TPYPKGFRSJ,830ZIIXGHMNML,19/12/2018,20190309,20190310,108,18,1147,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533,948401,MROJNFYKPR,61 IMTJBYBRHC,TA KQA,21/858/3667
809898,XGGMKZLCFP,350RKPJJIWOKO,23/10/2018,20190103,20190104,106,14,2794,679180,XEVOUFJYAX,85 YPMSGGFIBF,KU XDU,62/404/6205,384296,JCKXYHLVWN,99 ZXLENVDJZO,TD QYD,68/369/4414
616971,LXYIWKEJJI,155KEQTPWJQZN,07/08/2018,20191021,20191022,50,3,8906,191073,UQSUMEMXWD,62 DSYBAWNEUX,ON WRQ,12/661/2744,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988
739926,SMBLAEOGCX,222MVAJNZVCZN,03/04/2018,20190912,20190913,102,14,7669,856066,DZHNTBLDWM,62 DRRUNQYIKT,QD LQF,36/659/7148,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
67092,QSYFJXFDVU,337YCFNIPPNKV,03/02/2018,20190519,20190520,83,8,8577,650477,UGEMKKSXUH,4 YMMOIYBJLQ,CG MRB,90/757/7844,813962,UJFGYEQGWW,8 DLGGCWDHPQ,WX VDY,41/119/3644
141661,AGCPXBWLWP,380SSFBAYLMZQ,20/05/2018,20190623,20190624,154,23,1227,902866,SUYIYVFLCA,69 FJAUSSAAFG,RG XVB,43/601/7059,189450,LDNRLQFQRD,92 YVAXKHGHKD,ML YTS,52/216/2149
872168,LTGCXOGETP,801ZAMLUOQZIN,05/02/2018,20190311,20190312,105,20,6610,571811,SNYBOGYHZP,55 PUWNGGTWBC,QU DHJ,33/797/1580,529084,DKEXOHAUYZ,4 XGFSKJROCM,WG MOX,73/922/4238
244730,LUPUHGEAVL,876ZBFNZSEISG,27/04/2018,20190127,20190128,139,2,4348,472809,SEUBSTFAHX,85 PWEIXUTDPD,ER WEA,51/469/9863,543666,YBUJVUSPPG,93 WLOYUVYTEB,XA PTO,14/414/7089
17821,YFWNDCHPWQ,487WAGIKQUONM,09/01/2018,20190225,20190226,180,30,5337,598061,IAQKZOJDYO,22 TAZPXJTVDT,PF BFU,70/736/7684,734567,GYEYBSZMRE,76 ZPJROWVPCH,UO FEX,95/435/2021
716387,QREVQTFBPW,217QXPSGKBBLV,25/05/2018,20191125,20191126,140,4,9256,15264,CRLKCLHVCC,96 SWVGCCXWNO,KA QSZ,24/372/9381,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001
807307,ZVFTJXRSTQ,904KFOEOTLIIR,12/03/2018,20190108,20190109,113,10,7436,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354,267518,XTPKUWZLBG,16 WTHPOJZCBU,HY ZOL,32/560/2297
801178,OLYFUPFHJX,873ONRPPBSWDA,14/12/2018,20190209,20190210,96,10,9320,50257,JZSPMXKGJZ,11 QLKADABZJO,YI CFL,77/693/5635,765888,PWNGBDHNBS,35 AUSPUYADPD,CH TRM,51/515/8816
740724,MNEYCBJUAD,838MTSGIHHZQN,09/01/2018,20190912,20190913,44,6,6568,917802,WMXPPZSOAB,69 SOKMLQCBXA,XP EFA,57/427/5455,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140
580540,GCRQRZKEYY,420OTTQIFCBRC,17/11/2018,20190521,20190522,151,16,7126,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748,813962,UJFGYEQGWW,8 DLGGCWDHPQ,WX VDY,41/119/3644
556326,FHKWEGTBUA,972BFVBJHDCEW,13/01/2018,20190903,20190904,80,5,5199,616774,ZMCGZNAUCU,86 JGHRMXKLIB,CG EOT,44/560/4357,91578,WJFMDIANJX,41 TDSWKSMRVH,LL KVP,18/689/7210
588285,FQMPEHYUIE,757UCHFSDGSTZ,14/03/2018,20191020,20191021,168,24,6192,50257,JZSPMXKGJZ,11 QLKADABZJO,YI CFL,77/693/5635,688323,MHUBAUBZUP,12 YKCVHICNGI,SL IQQ,82/192/1124
30773,DUOBDTUGQO,353LFLYQTMNYF,22/02/2018,20191004,20191005,86,5,4135,191073,UQSUMEMXWD,62 DSYBAWNEUX,ON WRQ,12/661/2744,236629,JTPNTWPGZN,62 DNFDIVMEQD,AK RFC,28/899/6934
496365,FDSEBWWWVZ,770RNCSDLDZVC,02/05/2018,20191225,20191226,162,2,5553,810896,LNATZMZXRG,58 PQRWEAMISN,CD CXM,76/443/2839,52485,EXITTJSUXG,43 QHKXSEFYSQ,BY TUF,48/271/1338
392462,ZADKFAINMN,211YNQWYKXWTD,16/11/2018,20191215,20191216,121,11,1746,680250,VRIZGRARLI,4 ZSWYJITVLK,KX YQY,86/580/7898,511944,GFVPSUPMFW,30 EADNWCQBSS,GH PHG,16/801/3047
148427,VTAZPLCKNM,521NXSNPTARRS,04/07/2018,20190405,20190406,40,7,6922,813149,ZCTOCYRXSZ,33 IAHRWMWMIW,DW ZBF,19/985/3462,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034
519157,SNIUVIPKHI,907BLTPLEIVSA,05/01/2018,20191019,20191020,71,10,9837,297139,AIPOFPRMDB,91 XXLERCIMZO,CM MIX,68/642/7050,879619,OAKKCEJLHV,2 BNGCHCTKFP,AZ HIU,38/210/2235
135166,ZSJEKDWIEB,501FUHENUDDQF,13/07/2018,20190827,20190828,173,4,3632,407372,QXZEFSFHCO,64 DMTKKJOKTJ,DJ HTH,21/771/7140,616774,ZMCGZNAUCU,86 JGHRMXKLIB,CG EOT,44/560/4357
185004,HMZTKMYHTT,199EBJNVRGHHE,06/03/2018,20190822,20190823,182,3,1856,925498,JUQNWIXUVI,17 MWSSRNJMNS,HG DWC,77/713/5478,519473,SXRBZMPDXK,61 CDJPTJWGQA,GS VHD,81/124/5621
720877,ATNIQBXHVZ,826TTFOZCQZUU,25/03/2018,20190610,20190611,36,1,2363,941970,NYKOYWOAPJ,38 IVHWABUILP,NX WBG,32/659/7081,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
629673,JFFHNCMWUL,888FVKCRZOAMZ,14/02/2018,20190608,20190609,123,6,4924,959254,OYFCXVTOYL,94 IYOBHBTJWI,YB HWC,69/393/9398,483670,KGQGQOHJJE,30 ZSCMIAEAEF,CX LFD,52/884/1995
673380,FZYTBTTDMT,424PEKYHUVETF,05/06/2018,20190507,20190508,83,5,1105,629135,MUKETQTPYW,54 TOOGQMCOWL,BK ZMB,30/608/9795,281941,TVYWRMGFBI,63 HPHCOOSDRT,LQ RCV,28/693/6939
827204,TRYYCTQQMN,670MZBTFOMHFS,23/09/2018,20190227,20190228,56,10,4297,881048,JXOUAZUKDL,80 CLCTLNHEXH,CY BUU,71/542/7150,405812,OXJKBKNHGF,52 CAUBCBMXCM,KP ULI,37/804/4098
72751,UXPKUAOISH,860JCHIMLWCVR,01/03/2018,20190412,20190413,131,6,8886,879619,OAKKCEJLHV,2 BNGCHCTKFP,AZ HIU,38/210/2235,134218,GSXXYHSPCD,8 SRZJHNUTAE,RT BYB,57/190/1315
812050,SELRBGWKHX,323KJZYZSHHKX,08/11/2018,20191201,20191202,66,10,1408,573478,UCWRVKWFVG,69 RUOQPZMDAY,RM DWE,68/727/2028,231518,VAZDZJTPFQ,64 NSPHQDLLET,DX BDC,17/454/1844
599231,OGIAPKYGTG,963CODOYSCPNQ,25/07/2018,20190401,20190402,79,3,3339,959254,OYFCXVTOYL,94 IYOBHBTJWI,YB HWC,69/393/9398,941266,IHZUFWZXIP,4 XYOMOVGRNE,DZ WJO,41/173/2581
743085,SBAKWPTECM,499DPYYETQDZZ,19/09/2018,20190728,20190729,79,7,1449,959653,FCFYFWJPYK,91 VNMHIIQTXB,ZG QSX,36/885/8878,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499
509453,ENKBTEDFNT,410CQALMTRTVN,28/05/2018,20190715,20190716,60,6,9218,508483,HGDRNSNBQX,80 PTFMAXJCTZ,VX FSO,61/886/4001,940881,WFBILKMFVW,40 ZAXCRVVQVE,HS IET,17/903/9116
976343,XWUEQSROUX,629GXQXNHIXTB,07/07/2018,20190504,20190505,62,6,8235,864831,NMTIRMFPFU,86 RGHBNETZQL,UE DSS,58/308/6720,759978,ZFBMPSZPMM,86 KUCSXIYRKG,OU YLQ,40/832/7521
30920,JQNDHWRJIW,336DZFBECBSCG,06/05/2018,20190404,20190405,30,5,2661,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748,137101,CQMBGNPMBI,72 AAJJDUFCTV,ZI JGL,47/307/1762
659811,XXXUGFYRNA,840YNFKMCVZUO,20/08/2018,20190710,20190711,59,10,3557,149277,DITENXUMBZ,54 IZFZZCDZJU,MQ HCR,57/321/3983,124145,EWTLHMSMIE,44 QJPKEYEAGQ,UY HWW,28/293/6782
